SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-13-2021,Single Family Residential,9329 Sienna Vista Dr,Las Vegas,NV,89117,621500,4,2.5,Sienna Ridge,2352,6098,1994,19,264,146,Sold,,,http://www.redfin.com/NV/Las-Vegas/9329-Sienna-Vista-Dr-89117/home/29523314,GLVAR,2278835,N,Y,36.154483,-115.297871
PAST SALE,March-19-2021,Single Family Residential,3358 Wardlaw St,Las Vegas,NV,89117,400000,4,3.0,Cimarron Village #2-Lewis Homes,1883,3920,1995,44,212,,Sold,,,http://www.redfin.com/NV/Las-Vegas/3358-Wardlaw-St-89117/home/29548265,GLVAR,2271023,N,Y,36.1281258,-115.2634078
PAST SALE,,Single Family Residential,3367 Ceremony Dr,Las Vegas,NV,89117,339000,4,2.5,,2230,4356,1995,,152,,,,,http://www.redfin.com/NV/Las-Vegas/3367-Ceremony-Dr-89117/home/29548336,,,N,Y,36.1279308,-115.2630373
PAST SALE,,Single Family Residential,1680 City View Ct,Las Vegas,NV,89117,818000,4,5.0,,4863,20038,1993,,168,,,,,http://www.redfin.com/NV/Las-Vegas/1680-City-View-Ct-89117/home/29522075,,,N,Y,36.1517165,-115.2687097
PAST SALE,March-24-2021,Townhouse,972 Prestwick St,Las Vegas,NV,89145,335000,3,2.75,Queensridge Fairway Homes-Phase 3,1613,2614,2001,39,208,175,Sold,,,http://www.redfin.com/NV/Las-Vegas/972-Prestwick-St-89145/home/29859070,GLVAR,2274031,N,Y,36.160917,-115.294868
PAST SALE,March-23-2021,Single Family Residential,3136 Centavo Dr,Las Vegas,NV,89117,305000,3,2.0,Los Lagos,1441,3485,1987,40,212,22,Sold,,,http://www.redfin.com/NV/Las-Vegas/3136-Centavo-Dr-89117/home/29533516,GLVAR,2246635,N,Y,36.1337271,-115.2793365
PAST SALE,March-24-2021,Single Family Residential,2925 Rain Lily Ct,Las Vegas,NV,89117,395000,4,2.75,Monaco #6,2348,6970,2000,39,168,28,Sold,,,http://www.redfin.com/NV/Las-Vegas/2925-S-Rain-Lily-Ct-89117/home/29535998,GLVAR,2263983,N,Y,36.1364493,-115.2716501
PAST SALE,March-25-2021,Single Family Residential,1621 Fairgate Ct,Las Vegas,NV,89117,640000,4,2.75,Sterling Estate,3548,22216,1995,38,180,40,Sold,,,http://www.redfin.com/NV/Las-Vegas/1621-Fairgate-Ct-89117/home/29522036,GLVAR,2236801,N,Y,36.1526488,-115.2703072
PAST SALE,March-29-2021,Townhouse,3460 Twilight Star Dr,Las Vegas,NV,89117,256000,3,2.5,Starlight Custom Twnhs,1408,871,1994,34,182,160,Sold,,,http://www.redfin.com/NV/Las-Vegas/3460-Twilight-Star-Dr-89117/home/29552033,GLVAR,2270770,N,Y,36.126803,-115.288193
PAST SALE,March-25-2021,Single Family Residential,8757 Captains Pl,Las Vegas,NV,89117,750000,4,3.0,Lakes At West Sahara Phase 1,2362,4792,1987,38,318,256,Sold,,,http://www.redfin.com/NV/Las-Vegas/8757-Captains-Pl-89117/home/29533721,GLVAR,2262899,N,Y,36.1348752,-115.2855411
PAST SALE,,Single Family Residential,3168 Blue Monaco St,Las Vegas,NV,89117,166000,3,3.0,,3260,6970,1999,,51,,,,,http://www.redfin.com/NV/Las-Vegas/3168-Blue-Monaco-St-89117/home/29536510,,,N,Y,36.1316145,-115.262389
PAST SALE,March-31-2021,Single Family Residential,7750 Palmyra Ave,Las Vegas,NV,89117,560000,4,2.75,Section 10,3137,22651,1986,32,179,,Sold,,,http://www.redfin.com/NV/Las-Vegas/7750-Palmyra-Ave-89117/home/29536848,GLVAR,2269932,N,Y,36.1330888,-115.2600737
PAST SALE,March-31-2021,Single Family Residential,7625 Paul Weitz St,Las Vegas,NV,89145,309000,4,2.0,Charleston Rainbow,1895,9583,1977,32,163,,Sold,,,http://www.redfin.com/NV/Las-Vegas/7625-Paul-Weitz-St-89145/home/29222847,GLVAR,2272300,N,Y,36.1601336,-115.2612314
PAST SALE,March-31-2021,Single Family Residential,713 Anatolia Ln,Las Vegas,NV,89145,305000,4,2.0,Charleston Rainbow,1895,6534,1973,32,161,,Sold,,,http://www.redfin.com/NV/Las-Vegas/713-Anatolia-Ln-89145/home/29223563,GLVAR,2270873,N,Y,36.1635748,-115.2579436
PAST SALE,March-12-2021,Single Family Residential,9704 Foxtrap Ave,Las Vegas,NV,89145,639000,4,3.0,Peccole West Phase 2,2615,6970,2000,51,244,290,Sold,,,http://www.redfin.com/NV/Las-Vegas/9704-Foxtrap-Ave-89145/home/29212485,GLVAR,2251912,N,Y,36.1594719,-115.3072563
PAST SALE,March-17-2021,Single Family Residential,1532 Castle Crest Dr,Las Vegas,NV,89117,535000,5,2.5,Heritage Estate,3093,7841,1994,46,173,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1532-Castle-Crest-Dr-89117/home/29523339,GLVAR,2221241,N,Y,36.1521198,-115.2948247
PAST SALE,March-17-2021,Single Family Residential,8625 Robinson Ridge Dr,Las Vegas,NV,89117,800000,4,3.5,Foothills Country Club Amd,3167,10019,2001,46,253,314,Sold,,,http://www.redfin.com/NV/Las-Vegas/8625-Robinson-Ridge-Dr-89117/home/29523769,GLVAR,2271412,N,Y,36.1525113,-115.2821379
PAST SALE,March-23-2021,Single Family Residential,9221 Kentucky Oaks Dr,Las Vegas,NV,89117,327900,3,2.5,REMINGTON CROSSING,1776,4356,1994,40,185,80,Sold,,,http://www.redfin.com/NV/Las-Vegas/9221-Kentucky-Oaks-Dr-89117/home/29523178,GLVAR,2042837,N,Y,36.1511195,-115.2968851
PAST SALE,,Single Family Residential,2036 Summit Pointe Dr,Las Vegas,NV,89117,417000,3,2.0,,1949,4792,1995,,214,,,,,http://www.redfin.com/NV/Las-Vegas/2036-Summit-Pointe-Dr-89117/home/29527760,,,N,Y,36.1480114,-115.3056589
PAST SALE,April-6-2021,Townhouse,901 Radiant Star St,Las Vegas,NV,89145,241000,3,2.5,Starfire Estate 3,1534,1307,1996,26,157,150,Sold,,,http://www.redfin.com/NV/Las-Vegas/901-Radiant-Star-St-89145/home/29218900,GLVAR,2268340,N,Y,36.1616868,-115.271025
PAST SALE,April-6-2021,Single Family Residential,1528 Willowbark Ct,Las Vegas,NV,89117,570000,6,2.75,Sienna Ridge,2994,7841,1993,26,190,147,Sold,,,http://www.redfin.com/NV/Las-Vegas/1528-Willowbark-Ct-89117/home/29523421,GLVAR,2263471,N,Y,36.153912,-115.2977185
PAST SALE,April-7-2021,Single Family Residential,1217 Triumph Ct,Las Vegas,NV,89117,350000,3,2.5,Signature At Peccole Ranch 2,1518,3920,1992,25,231,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1217-Triumph-Ct-89117/home/29526331,GLVAR,2259417,N,Y,36.1565476,-115.3020707
PAST SALE,April-8-2021,Single Family Residential,1617 Windsford Cir,Las Vegas,NV,89117,700000,5,3.5,Churchill Estate,3405,10019,1993,24,206,149,Sold,,,http://www.redfin.com/NV/Las-Vegas/1617-Windsford-Cir-89117/home/29527004,GLVAR,2276239,N,Y,36.1519618,-115.3022328
PAST SALE,April-12-2021,Single Family Residential,2313 Timberline Way,Las Vegas,NV,89117,786500,4,3.0,Foothills Cntry Club,2747,8276,1989,20,286,350,Sold,,,http://www.redfin.com/NV/Las-Vegas/2313-Timberline-Way-89117/home/29523931,GLVAR,2279234,N,Y,36.1459608,-115.2848466
PAST SALE,February-4-2021,Single Family Residential,2305 Toro Ct,Las Vegas,NV,89117,382000,4,2.5,Signature At Peccole Ranch- Amd,2080,6098,1990,87,184,105,Sold,,,http://www.redfin.com/NV/Las-Vegas/2305-Toro-Ct-89117/home/29526105,GLVAR,2249559,N,Y,36.145215,-115.30846
PAST SALE,February-12-2021,Single Family Residential,3020 Waterview Dr,Las Vegas,NV,89117,380000,3,2.5,BLUFFS UNIT #07A,1738,4792,1986,79,219,22,Sold,,,http://www.redfin.com/NV/Las-Vegas/3020-Waterview-Dr-89117/home/29532685,GLVAR,2226069,N,Y,36.1368751,-115.2929032
PAST SALE,,Single Family Residential,9741 Ravine Ave,Las Vegas,NV,89117,350000,3,2.5,,1846,3920,1998,,190,,,,,http://www.redfin.com/NV/Las-Vegas/9741-Ravine-Ave-89117/home/29525798,,,N,Y,36.1508036,-115.3097564
PAST SALE,,Single Family Residential,9725 Gavin Stone Ave,Las Vegas,NV,89145,825000,4,4.0,,3425,9148,1997,,241,,,,,http://www.redfin.com/NV/Las-Vegas/9725-Gavin-Stone-Ave-89145/home/29212531,,,N,Y,36.1607901,-115.3088999
PAST SALE,February-10-2021,Single Family Residential,2928 Charring Cross Way,Las Vegas,NV,89117,350000,3,2.0,Bluffs,1698,6970,1988,81,206,27,Sold,,,http://www.redfin.com/NV/Las-Vegas/2928-Charring-Cross-Way-89117/home/29529966,GLVAR,2261647,N,Y,36.1379896,-115.3003113
PAST SALE,February-24-2021,Single Family Residential,1416 Castle Crst,Las Vegas,NV,89117,420000,4,1.75,Heritage Est Unit 1,2331,8276,1992,67,180,88,Sold,,,http://www.redfin.com/NV/Las-Vegas/1416-Castle-Crest-Dr-89117/home/29523028,GLVAR,2188129,N,Y,36.1551462,-115.2923244
PAST SALE,February-18-2021,Single Family Residential,9325 Sienna Ridge Dr,Las Vegas,NV,89117,563000,4,3.0,Sienna Ridge,2864,6970,1994,73,197,146,Sold,,,http://www.redfin.com/NV/Las-Vegas/9325-Sienna-Ridge-Dr-89117/home/29527096,GLVAR,2257147,N,Y,36.1537999,-115.2989223
PAST SALE,March-15-2021,Single Family Residential,8953 Diamond Falls Dr,Las Vegas,NV,89117,718817,3,2.5,Foothills Cntry Club Amd,2180,6098,1989,48,330,390,Sold,,,http://www.redfin.com/NV/Las-Vegas/8953-Diamond-Falls-Dr-89117/home/29523216,GLVAR,2255090,N,Y,36.1494877,-115.2905418
PAST SALE,April-16-2021,Single Family Residential,805 Petit Chalet Ct,Las Vegas,NV,89145,1500000,4,4.25,Peccole West Phase 1,4777,20909,1997,16,314,321,Sold,,,http://www.redfin.com/NV/Las-Vegas/805-Petit-Chalet-Ct-89145/home/29213594,GLVAR,2278565,N,Y,36.1609947,-115.3009363
PAST SALE,March-31-2021,Single Family Residential,9300 Provence Garden Ln,Las Vegas,NV,89145,990000,3,4.25,Peccole West Phase 1,4645,10890,1999,32,213,321,Sold,,,http://www.redfin.com/NV/Las-Vegas/9300-Provence-Garden-Ln-89145/home/29213582,GLVAR,2261831,N,Y,36.1625281,-115.2987139
PAST SALE,April-5-2021,Townhouse,9376 Horizon Vista Ln,Las Vegas,NV,89117,287500,3,2.5,Apache Spgs Twnhs,1598,2178,1995,27,180,125,Sold,,,http://www.redfin.com/NV/Las-Vegas/9376-Horizon-Vista-Ln-89117/home/29551897,GLVAR,2269888,N,Y,36.1274423,-115.2963585
PAST SALE,April-8-2021,Single Family Residential,3232 Grey Dolphin Dr,Las Vegas,NV,89117,490000,3,2.0,Lakeside #11 Lewis Homes,2344,9583,1987,24,209,22,Sold,,,http://www.redfin.com/NV/Las-Vegas/3232-Grey-Dolphin-Dr-89117/home/29532480,GLVAR,2276666,N,Y,36.1315204,-115.2885276
PAST SALE,March-26-2021,Single Family Residential,621 Sam Jonas Dr,Las Vegas,NV,89145,290000,4,1.75,CHARLESTON RAINBOW UNIT #15D,1994,6534,1978,37,145,,Sold,,,http://www.redfin.com/NV/Las-Vegas/621-Sam-Jonas-Dr-89145/home/29220853,GLVAR,2249348,N,Y,36.1643553,-115.2603052
PAST SALE,February-22-2021,Single Family Residential,8477 Garnet Peak Ct,Las Vegas,NV,89117,355000,3,2.5,Monaco #17,1957,4356,2001,69,181,28,Sold,,,http://www.redfin.com/NV/Las-Vegas/8477-Garnet-Peak-Ct-89117/home/29866527,GLVAR,2264281,N,Y,36.1347343,-115.2760953
PAST SALE,February-17-2021,Single Family Residential,3260 Monaco Shores Dr,Las Vegas,NV,89117,350000,3,2.0,Monaco #3,1793,5227,2002,74,195,56,Sold,,,http://www.redfin.com/NV/Las-Vegas/3260-Monaco-Shores-Dr-89117/home/29895812,GLVAR,2259247,N,Y,36.1304528,-115.2710944
PAST SALE,,Townhouse,1028 Bannockburn St,Las Vegas,NV,89145,174900,3,2.5,,1732,2178,2000,,101,,,,,http://www.redfin.com/NV/Las-Vegas/1028-Bannockburn-St-89145/home/29213480,,,N,Y,36.159663,-115.295688
PAST SALE,February-1-2021,Single Family Residential,9809 Cross Creek Way,Las Vegas,NV,89117,336500,3,2.0,Reflections At The Lakes,1614,5227,1990,90,208,20,Sold,,,http://www.redfin.com/NV/Las-Vegas/9809-Cross-Creek-Way-89117/home/29529839,GLVAR,2256191,N,Y,36.1308508,-115.3092471
PAST SALE,February-19-2021,Single Family Residential,8163 Azure Falls Ct,Las Vegas,NV,89117,407000,3,2.5,Monaco #12,2697,4356,2000,72,151,24,Sold,,,http://www.redfin.com/NV/Las-Vegas/8163-Azure-Falls-Ct-89117/home/29828826,GLVAR,2266609,N,Y,36.1310196,-115.2691033
PAST SALE,February-4-2021,Single Family Residential,9705 Royal Lamb Dr,Las Vegas,NV,89145,750000,3,3.0,Peccole West Phase 2,2640,7405,2000,87,284,,Sold,,,http://www.redfin.com/NV/Las-Vegas/9705-Royal-Lamb-Dr-89145/home/29213405,GLVAR,2226945,N,Y,36.159794,-115.3073257
PAST SALE,March-16-2021,Single Family Residential,2111 Americas Cup Cir,Las Vegas,NV,89117,671000,4,3.75,Palisades Estate,3017,20909,1989,47,222,,Sold,,,http://www.redfin.com/NV/Las-Vegas/2111-Americas-Cup-Cir-89117/home/29522195,GLVAR,2265551,N,Y,36.1488453,-115.2633614
PAST SALE,March-8-2021,Single Family Residential,2816 Deep Water Cir,Las Vegas,NV,89117,465000,5,3.25,Bluffs Amd,2785,6098,1987,55,167,27,Sold,,,http://www.redfin.com/NV/Las-Vegas/2816-Deep-Water-Cir-89117/home/29529644,GLVAR,2250478,N,Y,36.1396694,-115.2978805
PAST SALE,March-10-2021,Single Family Residential,1013 Alan Shepard St,Las Vegas,NV,89145,280000,3,1.75,CHARLESTON RAINBOW UNIT #11F,1620,6098,1976,53,173,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1013-Alan-Shepard-St-89145/home/29224657,GLVAR,2266176,N,Y,36.1605349,-115.2569712
PAST SALE,March-17-2021,Single Family Residential,3403 Ceremony Dr,Las Vegas,NV,89117,363000,4,2.5,Topaz-Phase 1,2230,4356,1995,46,163,,Sold,,,http://www.redfin.com/NV/Las-Vegas/3403-Ceremony-Dr-89117/home/29548073,GLVAR,2273933,N,Y,36.1272152,-115.2630373
PAST SALE,March-18-2021,Single Family Residential,2929 Caressa Ct,Las Vegas,NV,89117,372100,4,2.75,Bluffs,2200,6098,1988,45,169,26,Sold,,,http://www.redfin.com/NV/Las-Vegas/2929-Caressa-Ct-89117/home/29529428,GLVAR,2272715,N,Y,36.1380124,-115.3000335
PAST SALE,March-25-2021,Single Family Residential,8203 Mountain Gap Ct,Las Vegas,NV,89117,359000,5,2.75,Stone Cliff,2145,4792,2000,38,167,,Sold,,,http://www.redfin.com/NV/Las-Vegas/8203-Mountain-Gap-Ct-89117/home/29536308,GLVAR,2233439,N,Y,36.1368368,-115.2701915
PAST SALE,April-1-2021,Single Family Residential,8848 Rainbow Ridge Dr,Las Vegas,NV,89117,675000,3,2.75,Foothills Cntry Club,2747,7841,1990,31,246,300,Sold,,,http://www.redfin.com/NV/Las-Vegas/8848-Rainbow-Ridge-Dr-89117/home/29523488,GLVAR,2257879,N,Y,36.1446382,-115.2882907
PAST SALE,April-2-2021,Single Family Residential,8924 Beach Front Dr,Las Vegas,NV,89117,345000,3,2.5,Bluffs,1738,4792,1985,30,199,22,Sold,,,http://www.redfin.com/NV/Las-Vegas/8924-Beach-Front-Dr-89117/home/29532753,GLVAR,2273064,N,Y,36.1360633,-115.2926254
PAST SALE,April-1-2021,Single Family Residential,2656 Mystere Ct,Las Vegas,NV,89117,1400000,4,4.5,Stone Canyon 3,4907,6534,2008,31,285,125,Sold,,,http://www.redfin.com/NV/Las-Vegas/2656-Mystere-Ct-89117/home/29811346,GLVAR,2274527,N,Y,36.1408877,-115.269057
PAST SALE,,Single Family Residential,3434 S Gosling St,Las Vegas,NV,89117,360000,4,3.0,,2106,5663,1995,,171,,,,,http://www.redfin.com/NV/Las-Vegas/3434-S-Gosling-St-89117/home/29553769,,,N,Y,36.1273974,-115.3064923
