SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-23-2021,Single Family Residential,7058 Fort Union Ct,Las Vegas,NV,89179,565000,5,2.75,Chaco Canyon At Mountains Edge- A,3790,6970,2006,31,149,42,Sold,,,http://www.redfin.com/NV/Las-Vegas/7058-Fort-Union-Ct-89179/home/29069269,GLVAR,2267890,N,Y,35.9856126,-115.2465751
PAST SALE,February-11-2021,Single Family Residential,7438 Morisset Ave,Las Vegas,NV,89179,331000,3,2.5,Stonehurst At Mountains Edge Pod 232,1920,3485,2013,71,172,32,Sold,,,http://www.redfin.com/NV/Las-Vegas/7438-Morisset-Ave-89179/home/52626010,GLVAR,2259397,N,Y,35.9903346,-115.254378
PAST SALE,February-19-2021,Single Family Residential,10941 Mount Pendleton St,Las Vegas,NV,89179,377000,4,2.5,Denali,2476,2614,2013,63,152,95,Sold,,,http://www.redfin.com/NV/Las-Vegas/10941-Mt-Pendleton-St-89179/home/44560856,GLVAR,2262249,N,Y,35.9903978,-115.2453943
PAST SALE,January-29-2021,Single Family Residential,7298 Commanche Creek Ave,Las Vegas,NV,89179,495000,5,3.0,Chaco Canyon At Mountains Edge,3720,5663,2007,84,133,11,Sold,,,http://www.redfin.com/NV/Las-Vegas/7298-Commanche-Creek-Ave-89179/home/29770886,GLVAR,2253699,N,Y,35.9855345,-115.2512754
PAST SALE,January-29-2021,Single Family Residential,10664 Snow Lake St,Las Vegas,NV,89179,370000,4,3.0,Mountains Edge 47 Phase 2,2226,3485,2013,84,166,32,Sold,,,http://www.redfin.com/NV/Las-Vegas/10664-Snow-Lake-St-89179/home/52625645,GLVAR,2257761,N,Y,35.9956879,-115.2493305
PAST SALE,February-24-2021,Single Family Residential,6912 Grand Junction Ave,Las Vegas,NV,89179,380000,3,2.5,Chaco Canyon At Mountains Edge- B,2255,5663,2006,58,169,35,Sold,,,http://www.redfin.com/NV/Las-Vegas/6912-Grand-Junction-Ave-89179/home/29069339,GLVAR,2265447,N,Y,35.9876114,-115.2441439
PAST SALE,,Single Family Residential,6966 Castle Mountain Ave,Las Vegas,NV,89179,372600,4,2.5,,2476,2614,2012,,150,,,,,http://www.redfin.com/NV/Las-Vegas/6966-Castle-Mountain-Ave-89179/home/52625752,,,N,Y,35.9910384,-115.2450238
PAST SALE,March-1-2021,Single Family Residential,10745 Seabury Bay St,Las Vegas,NV,89179,345000,3,2.5,Monterey Ranch Phase 2 & 3,1734,3049,2018,53,199,56,Sold,,,http://www.redfin.com/NV/Las-Vegas/10745-Seabury-Bay-St-89179/home/161722051,GLVAR,2256609,N,Y,35.993346,-115.256881
PAST SALE,March-3-2021,Single Family Residential,7730 Epico Way,Las Vegas,NV,89179,285500,3,2.5,Storybook Homes-Trissino,1490,1742,2012,51,192,57,Sold,,,http://www.redfin.com/NV/Las-Vegas/7730-Epico-Way-89179/home/45356796,GLVAR,2265107,N,Y,35.997248,-115.2603052
PAST SALE,March-5-2021,Single Family Residential,7594 Mallard Bay Ave,Las Vegas,NV,89179,409000,5,4.0,Monterey Ranch Twilight - Amd,2496,3920,2015,49,164,53,Sold,,,http://www.redfin.com/NV/Las-Vegas/7594-Mallard-Bay-Ave-89179/home/103782501,GLVAR,2220791,N,Y,35.9930972,-115.2575963
