SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-18-2021,Single Family Residential,7636 Cross Ln,Las Vegas,NV,89149,270000,2,2.0,Desert Creek,1100,5227,1989,64,245,75,Sold,,,http://www.redfin.com/NV/Las-Vegas/7636-Cross-Ln-89149/home/29096243,GLVAR,2260597,N,Y,36.2643606,-115.2628984
PAST SALE,,Condo/Co-op,7636 Rolling View Dr #101,Las Vegas,NV,89149,179000,2,2.0,,1275,,1990,,140,,,,,http://www.redfin.com/NV/Las-Vegas/7636-Rolling-View-Dr-89149/unit-101/home/29098390,,,N,Y,36.260998,-115.261491
PAST SALE,January-25-2021,Condo/Co-op,7624 Valley Green Dr #201,Las Vegas,NV,89149,248000,2,2.0,Villas On The Green,1488,,1990,88,167,235,Sold,,,http://www.redfin.com/NV/Las-Vegas/7624-Valley-Green-Dr-89149/unit-201/home/29098392,GLVAR,2251066,N,Y,36.261923,-115.260965
PAST SALE,April-6-2021,Condo/Co-op,7645 Rolling View Dr #201,Las Vegas,NV,89149,300000,2,2.0,Villas On The Green Amd,1781,,1992,17,168,235,Sold,,,http://www.redfin.com/NV/Las-Vegas/7645-Rolling-View-Dr-89149/unit-201/home/29098464,GLVAR,2270220,N,Y,36.260525,-115.261452
PAST SALE,March-8-2021,Single Family Residential,7200 Painted Shadows Way Unit N/A,Las Vegas,NV,89149,397000,2,2.25,Painted Desert Parcel 6 Amd,1570,5227,1988,46,253,132,Sold,,,http://www.redfin.com/NV/Las-Vegas/7200-Painted-Shadows-Way-89149/unit-N-A/home/174219178,GLVAR,2262648,N,Y,36.2567633,-115.2515069
PAST SALE,February-5-2021,Condo/Co-op,5450 Cardinal Ridge Ct #102,Las Vegas,NV,89149,241000,2,2.25,Solana Del Mar,1507,,2002,77,160,165,Sold,,,http://www.redfin.com/NV/Las-Vegas/5450-Cardinal-Ridge-Ct-89149/unit-102/home/29913049,GLVAR,2253553,N,Y,36.2604995,-115.2533361
PAST SALE,February-24-2021,Townhouse,7336 Vista Grande Dr,Las Vegas,NV,89149,290000,2,2.0,Paradiso,1417,3485,1989,58,205,230,Sold,,,http://www.redfin.com/NV/Las-Vegas/7336-Vista-Grande-Dr-89149/home/29098931,GLVAR,2251255,N,Y,36.2592828,-115.2553041
PAST SALE,March-1-2021,Condo/Co-op,7265 Sheared Cliff Ln #204,Las Vegas,NV,89149,190000,2,1.75,Solana Del Mar,1083,,2002,53,175,165,Sold,,,http://www.redfin.com/NV/Las-Vegas/7265-Sheared-Cliff-Ln-89149/unit-204/home/29918064,GLVAR,2259968,N,Y,36.2607168,-115.2534287
PAST SALE,,Single Family Residential,7200 Painted Shadows Way,Las Vegas,NV,89149,397000,2,2.5,,1570,5227,1988,,253,,,,,http://www.redfin.com/NV/Las-Vegas/7200-Painted-Shadows-Way-89149/home/29099403,,,N,Y,36.2567633,-115.2515069
PAST SALE,March-17-2021,Single Family Residential,5248 Crooked Valley Dr,Las Vegas,NV,89149,394500,2,1.75,Painted Desert Parcel 6 Amd,1570,3920,1989,37,251,131,Sold,,,http://www.redfin.com/NV/Las-Vegas/5248-Crooked-Valley-Dr-89149/home/29099397,GLVAR,2266261,N,Y,36.2567827,-115.2524794
PAST SALE,March-30-2021,Townhouse,5417 La Patera Ln,Las Vegas,NV,89149,244000,2,2.5,PAINTED DESERT PARCEL 9-PHASE,1421,1742,1995,24,172,201,Sold,,,http://www.redfin.com/NV/Las-Vegas/5417-La-Patera-Ln-89149/home/29098847,GLVAR,2264358,N,Y,36.259462,-115.2582562
PAST SALE,February-20-2021,Condo/Co-op,7241 Indian Creek Ln #101,Las Vegas,NV,89149,200000,2,2.0,Painted Desert,1378,,1995,62,145,185,Sold,,,http://www.redfin.com/NV/Las-Vegas/7241-Indian-Creek-Ln-89149/unit-101/home/29100293,GLVAR,2206761,N,Y,36.2481636,-115.2506502
PAST SALE,February-18-2021,Condo/Co-op,7250 White Dove Dr #101,Las Vegas,NV,89149,171345,2,1.0,Painted Desert,1022,,1998,64,168,185,Sold,,,http://www.redfin.com/NV/Las-Vegas/7250-White-Dove-Dr-89149/unit-101/home/29100733,GLVAR,2263215,N,Y,36.2497476,-115.2510207
PAST SALE,March-10-2021,Condo/Co-op,7251 Indian Creek Ln #102,Las Vegas,NV,89149,175000,2,1.0,Painted Desert,1022,,1995,44,171,185,Sold,,,http://www.redfin.com/NV/Las-Vegas/7251-Indian-Creek-Ln-89149/unit-102/home/29100306,GLVAR,2256855,N,Y,36.2481378,-115.2509637
PAST SALE,March-11-2021,Single Family Residential,7817 Territorial St,Las Vegas,NV,89149,260500,2,2.5,Antelope,1303,2614,2006,43,200,54,Sold,,,http://www.redfin.com/NV/Las-Vegas/7817-Territorial-St-89149/home/29023086,GLVAR,2268443,N,Y,36.3034338,-115.309386
PAST SALE,March-3-2021,Single Family Residential,7624 Vivid Vail St,Las Vegas,NV,89149,243000,2,2.5,Astoria At Town Center-North,1205,1742,2008,51,202,80,Sold,,,http://www.redfin.com/NV/Las-Vegas/7624-Vivid-Vail-89149/home/29060299,GLVAR,2264992,N,Y,36.2999409,-115.2902755
