SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-18-2021,Single Family Residential,1826 Indian Rock Rd,North Las Vegas,NV,89031,300000,2,2.0,Eldorado #9-R1-60 #6,1826,6970,1999,34,164,10,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1826-Indian-Rock-Rd-89031/home/29077828,GLVAR,2269456,N,Y,36.2727884,-115.1684664
PAST SALE,April-9-2021,Condo/Co-op,5855 Valley Dr #1038,North Las Vegas,NV,89031,193000,2,2.0,Jasmine,1410,,2004,12,137,205,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5855-Valley-Dr-89031/unit-1038/home/28982122,GLVAR,2272462,N,Y,36.2656317,-115.1985943
PAST SALE,April-16-2021,Single Family Residential,5849 Red Ridge Cir,Las Vegas,NV,89031,275000,3,2.5,Eldorado-Rcl,1484,4792,1990,5,185,12,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5849-Red-Ridge-Cir-89031/home/29078683,GLVAR,2253751,N,Y,36.2671315,-115.1612868
PAST SALE,March-26-2021,Single Family Residential,1813 Casa Verde Dr,North Las Vegas,NV,89031,303000,3,2.0,Norte Del Sol-Phase 1,1506,4356,1991,26,201,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1813-Casa-Verde-Dr-89031/home/29083678,GLVAR,2271475,N,Y,36.2507798,-115.1655019
PAST SALE,March-30-2021,Single Family Residential,1821 Solana Del Norte Way,North Las Vegas,NV,89031,270000,3,1.75,Monte Vista Estate,1464,4792,1994,22,184,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1821-Solana-Del-Norte-Way-89031/home/29083552,GLVAR,2270724,N,Y,36.2525714,-115.1670768
PAST SALE,February-3-2021,Single Family Residential,5712 Mount Athos St,North Las Vegas,NV,89031,270000,3,2.0,Maravilla,2006,3049,2004,77,135,120,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5712-Mt-Athos-St-89031/home/28982909,GLVAR,2254848,N,Y,36.263631,-115.2018612
PAST SALE,February-17-2021,Single Family Residential,5243 Variety Ave,North Las Vegas,NV,89031,310000,3,2.0,Pipers Glen,1556,6534,1995,63,199,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5243-Variety-Ave-89031/home/29080264,GLVAR,2255725,N,Y,36.2557938,-115.2024633
PAST SALE,February-12-2021,Single Family Residential,4325 Scarlet Sea Ave,North Las Vegas,NV,89031,277000,3,2.5,Northbrook,1630,4356,1999,68,170,25,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4325-Scarlet-Sea-Ave-89031/home/29080535,GLVAR,2258147,N,Y,36.2580863,-115.1990592
PAST SALE,March-11-2021,Single Family Residential,3919 Enchanted Wells Ave,North Las Vegas,NV,89031,330000,3,2.5,Ann & Willis,1766,3485,2018,41,187,69,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3919-Enchanted-Wells-Ave-89031/home/166519809,GLVAR,2247435,N,Y,36.2627874,-115.1926984
PAST SALE,,Condo/Co-op,5855 Valley Dr #1049,North Las Vegas,NV,89031,178031,3,2.0,,1487,,2004,,120,,,,,http://www.redfin.com/NV/North-Las-Vegas/5855-Valley-Dr-89031/unit-1049/home/28982141,,,N,Y,36.2656317,-115.1985943
PAST SALE,January-25-2021,Single Family Residential,701 Tonin Ave,North Las Vegas,NV,89031,268000,2,2.0,Las Palmeras Phase 2,1435,6970,1997,86,187,45,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/701-Tonin-Ave-89031/home/29085355,GLVAR,2238294,N,Y,36.2558901,-115.1513739
PAST SALE,March-5-2021,Single Family Residential,716 Jacob Julio Ave,North Las Vegas,NV,89031,330000,3,2.0,Las Palmeras-Phase 1,1787,5663,1995,47,185,45,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/716-Jacob-Julio-Ave-89031/home/29084889,GLVAR,2256072,N,Y,36.2581846,-115.1523004
PAST SALE,March-19-2021,Townhouse,632 Civic Holiday Ave,North Las Vegas,NV,89031,278000,3,2.5,Century One,1962,5227,2004,33,142,54,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/632-W-Civic-Holiday-Ave-89031/home/28982448,GLVAR,2259496,N,Y,36.2761933,-115.1511423
PAST SALE,March-31-2021,Single Family Residential,705 Azure Banks Ave,North Las Vegas,NV,89031,265000,3,2.0,Azure Estate,1159,6098,1999,21,229,16,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/705-Azure-Banks-Ave-89031/home/29076837,GLVAR,2265381,N,Y,36.2694985,-115.1516056
PAST SALE,April-6-2021,Single Family Residential,3513 Majestic Sand Ave,North Las Vegas,NV,89031,375000,3,2.75,Allen Manor,1984,6098,2006,15,189,62,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3513-Majestic-Sand-Ave-89031/home/29019473,GLVAR,2276327,N,Y,36.2742861,-115.187017
PAST SALE,April-6-2021,Single Family Residential,6318 Amber Sunrise St,North Las Vegas,NV,89031,363000,3,2.0,Crescent hill,1655,5663,2019,15,219,63,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6318-Amber-Sunrise-St-89084/home/165744087,GLVAR,2272908,N,Y,36.274856,-115.1955
PAST SALE,February-5-2021,Single Family Residential,5921 Big Horn View St,North Las Vegas,NV,89031,330000,3,2.0,Sierra Ranch-Village 6,2275,6534,2006,75,145,155,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5921-N-Big-Horn-View-St-89031/home/29060013,GLVAR,2254185,N,Y,36.2678977,-115.1357861
PAST SALE,March-25-2021,Single Family Residential,221 Big Cliff Ave,North Las Vegas,NV,89031,300000,3,2.5,Sierra Ranch-Village 5,1615,4356,2008,27,186,113,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/221-Big-Cliff-Ave-89031/home/29269780,GLVAR,2276255,N,Y,36.2654294,-115.1369674
PAST SALE,,Single Family Residential,1856 W Hammer Ln,North Las Vegas,NV,89031,285000,3,2.5,,1557,3485,2006,,183,,,,,http://www.redfin.com/NV/North-Las-Vegas/1856-W-Hammer-Ln-89031/home/29050201,,,N,Y,36.2581561,-115.1685591
PAST SALE,February-3-2021,Single Family Residential,5344 Reardon Ct,North Las Vegas,NV,89031,268000,3,2.5,Arbor Gate,1596,3485,2001,77,168,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5344-Reardon-Ct-89031/home/29853273,GLVAR,2254710,N,Y,36.2574568,-115.2058443
PAST SALE,February-25-2021,Single Family Residential,5352 Reardon Ct,North Las Vegas,NV,89031,275000,3,2.0,Arbor Gate,1370,4356,2001,55,201,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5352-Reardon-Ct-89031/home/29853275,GLVAR,2265791,N,Y,36.2577139,-115.2059369
PAST SALE,March-17-2021,Single Family Residential,4625 Checker Way,North Las Vegas,NV,89031,265000,2,2.0,Pizzaz,951,5663,1994,35,279,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4625-Checker-Way-89031/home/29080931,GLVAR,2270813,N,Y,36.2534903,-115.2054738
PAST SALE,March-18-2021,Single Family Residential,5349 Greenhaven Ct,North Las Vegas,NV,89031,275000,3,1.75,Arbor Gate,1753,3049,2000,34,157,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5349-Greenhaven-Ct-89031/home/29843684,GLVAR,2269113,N,Y,36.2576005,-115.2053812
PAST SALE,February-16-2021,Townhouse,5940 Palmilla St #1,North Las Vegas,NV,89031,210000,3,2.5,Palmilla Townhomes-Phase 1 Amd,1416,436,2005,64,148,260,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5940-Palmilla-St-89031/unit-1/home/29019924,GLVAR,2253967,N,Y,36.2675424,-115.201091
PAST SALE,February-24-2021,Townhouse,4650 Ranch House Rd #36,North Las Vegas,NV,89031,305000,3,3.5,Monteverdi,2183,1742,2014,56,140,225,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4650-Ranch-House-Rd-89031/unit-36/home/60188080,GLVAR,2252223,N,Y,36.2733483,-115.2041377
PAST SALE,March-16-2021,Townhouse,4605 Bell Cord Ave #101,North Las Vegas,NV,89031,215000,2,2.0,Riverwalk Ranch High Noon Amd,1197,1307,2007,36,180,186,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4605-Bell-Cord-Ave-89031/unit-101/home/29597376,GLVAR,2267960,N,Y,36.270109,-115.203933
PAST SALE,March-17-2021,Single Family Residential,4626 English Lavender Ave,North Las Vegas,NV,89031,270000,3,2.5,Arbor Gate 2 Amd,1703,3049,2001,35,159,60,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4626-English-Lavender-Ave-89031/home/29080304,GLVAR,2263518,N,Y,36.2587031,-115.2048022
PAST SALE,January-29-2021,Single Family Residential,1837 Camino Mirada,North Las Vegas,NV,89031,306000,3,2.0,Villas De Vientos,1995,5663,1996,82,153,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1837-Cam-Mirada-89031/home/29084156,GLVAR,2251271,N,Y,36.2476344,-115.1683738
PAST SALE,February-12-2021,Single Family Residential,4546 Calico Cliff Ct,North Las Vegas,NV,89031,285000,3,2.0,Legacy Estate,1246,5227,1995,68,229,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4546-Calico-Cliff-Ct-89031/home/29239729,GLVAR,2257262,N,Y,36.2424543,-115.172172
PAST SALE,January-27-2021,Townhouse,6041 Towboat St #103,North Las Vegas,NV,89031,248000,3,2.5,Riverwalk Ranch High Noon Amd,1580,871,2010,84,157,138,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6041-Towboat-St-89031/unit-103/home/35656455,GLVAR,2253610,N,Y,36.270424,-115.203015
PAST SALE,March-2-2021,Single Family Residential,4737 Cliff Palace Ct,North Las Vegas,NV,89031,255000,2,2.0,Dove Canyon,1134,4356,2002,50,225,64,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4737-Cliff-Palace-Ct-89031/home/29909899,GLVAR,2257708,N,Y,36.25526,-115.2071411
PAST SALE,January-25-2021,Single Family Residential,4344 Pageantry Falls Dr,North Las Vegas,NV,89031,315000,3,2.0,Pageantry-Summer Breeze,1507,7405,1994,86,209,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4344-Pageantry-Falls-Dr-89031/home/29080663,GLVAR,2253577,N,Y,36.251395,-115.2006571
PAST SALE,March-5-2021,Single Family Residential,5218 Variety Ave,North Las Vegas,NV,89031,280000,3,2.0,Pipers Glen,1385,6534,1995,47,202,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5218-Variety-Ave-89031/home/29081013,GLVAR,2264734,N,Y,36.2547861,-115.2020002
PAST SALE,January-21-2021,Single Family Residential,3810 Verde Way,North Las Vegas,NV,89031,435000,3,2.0,,1900,25265,1978,90,229,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3810-W-Verde-Way-89031/home/29081728,GLVAR,2250924,N,Y,36.2490113,-115.1913707
PAST SALE,February-3-2021,Single Family Residential,1120 Dowither Ct,North Las Vegas,NV,89031,258000,2,1.75,Shadow Ridge-Phase 1,1043,5663,1991,77,247,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1120-Dowither-Ct-89031/home/29084723,GLVAR,2252218,N,Y,36.248253,-115.1567473
PAST SALE,February-23-2021,Single Family Residential,5138 Green Hollow St,North Las Vegas,NV,89031,255000,2,2.0,Sheep Mountain Estate,1026,5663,1996,57,249,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5138-Green-Hollow-St-89031/home/29081876,GLVAR,2259281,N,Y,36.2538396,-115.182501
PAST SALE,February-24-2021,Single Family Residential,1122 Purple Martin Ct,North Las Vegas,NV,89031,260000,3,2.0,Shadow Ridge-Phase 1,1256,5663,1993,56,207,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1122-Purple-Martin-Ct-89031/home/29084743,GLVAR,2253353,N,Y,36.2475657,-115.1569789
PAST SALE,April-13-2021,Single Family Residential,4822 Integrity St,North Las Vegas,NV,89031,235000,2,2.5,Renaissance At Tierra De Las Palmas,1273,3485,1998,8,185,170,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4822-Integrity-St-89031/home/29083270,GLVAR,2277991,N,Y,36.2475828,-115.1756922
PAST SALE,March-29-2021,Single Family Residential,4503 Sandstone Vista Ct,North Las Vegas,NV,89031,311000,3,2.0,Dove Canyon,1401,4792,2003,23,222,64,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4503-Sandstone-Vista-Ct-89031/home/28971774,GLVAR,2279237,N,Y,36.2551109,-115.2027644
