SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-12-2021,Single Family Residential,3063 Blazing Creek Way,Henderson,NV,89052,615000,4,3.25,Seven Hills Pclq1-The Pinnacle,2911,8712,1998,68,211,57,Sold,,,http://www.redfin.com/NV/Henderson/3063-Blazing-Creek-Way-89052/home/29742139,GLVAR,2257962,N,Y,35.9791388,-115.1205681
PAST SALE,March-24-2021,Single Family Residential,2663 Sunday Grace Dr,Henderson,NV,89052,600000,5,2.75,Southfork Parcel 4,3151,9583,2001,28,190,73,Sold,,,http://www.redfin.com/NV/Henderson/2663-Sunday-Grace-Dr-89052/home/29875859,GLVAR,2268615,N,Y,36.0091596,-115.1037048
PAST SALE,March-1-2021,Single Family Residential,1034 Astounding Hills Dr,Henderson,NV,89052,497500,4,3.0,Sunridge Summit Estate,2348,7405,2004,51,212,60,Sold,,,http://www.redfin.com/NV/Henderson/1034-Astounding-Hills-Dr-89052/home/29003788,GLVAR,2217936,N,Y,35.9898192,-115.0856822
PAST SALE,March-16-2021,Single Family Residential,998 Prestige Meadows Pl,Henderson,NV,89052,490525,4,3.0,Sunridge -A,2178,5663,1999,36,225,16,Sold,,,http://www.redfin.com/NV/Henderson/998-Prestige-Meadows-Pl-89052/home/28979305,GLVAR,2269300,N,Y,35.9905045,-115.0978209
PAST SALE,February-26-2021,Single Family Residential,872 Roanhorse Ln,Henderson,NV,89052,470000,4,2.5,Sunridge Adobe Hills,2126,10019,1997,54,221,16,Sold,,,http://www.redfin.com/NV/Henderson/872-Roanhorse-Ln-89052/home/29699160,GLVAR,2247076,N,Y,35.9941388,-115.0921194
PAST SALE,March-17-2021,Single Family Residential,2568 Misty Olive Ave,Henderson,NV,89052,560000,4,3.0,Sunridge At Macdonald Ranch,2982,6098,1997,35,188,,Sold,,,http://www.redfin.com/NV/Henderson/2568-Misty-Olive-Ave-89052/home/29698098,GLVAR,2265388,N,Y,35.9946631,-115.0986549
PAST SALE,February-11-2021,Single Family Residential,476 Mission Springs St,Henderson,NV,89052,440000,3,2.0,Green Valley Heights,1766,7405,1996,69,249,20,Sold,,,http://www.redfin.com/NV/Henderson/476-Mission-Springs-St-89052/home/29696104,GLVAR,2256311,N,Y,36.0118524,-115.0845471
PAST SALE,April-8-2021,Single Family Residential,2234 Alanhurst Dr,Henderson,NV,89052,610000,6,4.0,Green Valley Heights,3052,6098,1997,13,200,18,Sold,,,http://www.redfin.com/NV/Henderson/2234-Alanhurst-Dr-89052/home/29696120,GLVAR,2273504,N,Y,36.0111315,-115.0869795
PAST SALE,February-22-2021,Single Family Residential,888 Vegas View Dr,Henderson,NV,89052,3900000,4,3.75,PARCEL E AT CANYONS MCDONALD R,5561,29185,2016,58,701,150,Sold,,,http://www.redfin.com/NV/Henderson/888-Vegas-View-Dr-89052/home/33544463,GLVAR,2140555,N,Y,35.9959944,-115.0860529
PAST SALE,February-22-2021,Single Family Residential,2271 Sutton Cliff Ave,Henderson,NV,89052,637000,4,3.25,Sunridge & Carnegie,2495,5227,2017,58,255,93,Sold,,,http://www.redfin.com/NV/Henderson/2271-Sutton-Cliff-Ave-89052/home/143216153,GLVAR,2246334,N,Y,35.9995708,-115.0864197
