SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-26-2021,Townhouse,215 Tower St,Las Vegas,NV,89101,320000,2,1.75,Fremont Street Loft Homes,1857,1742,2009,37,172,76,Sold,,,http://www.redfin.com/NV/Las-Vegas/215-Tower-St-89101/home/174618359,GLVAR,2276328,N,Y,36.1608639,-115.122483
PAST SALE,April-22-2021,Single Family Residential,208 Circle Dr,Las Vegas,NV,89101,223100,3,1.5,Mayfair Tr #2 Amd,1185,7405,1954,10,188,,Sold,,,http://www.redfin.com/NV/Las-Vegas/Unknown-89101/home/29348870,GLVAR,2281723,N,Y,36.161324,-115.12602
PAST SALE,April-23-2021,Condo/Co-op,363 N 14th St Unit A,Las Vegas,NV,89101,220000,3,1.75,14th Street,1130,1742,2020,9,195,55,Sold,,,http://www.redfin.com/NV/Las-Vegas/363-N-14th-St-89101/unit-A/home/170026007,GLVAR,2255060,N,Y,36.1697409,-115.1284377
PAST SALE,April-30-2021,Single Family Residential,2624 Owens Ave,North Las Vegas,NV,89030,270000,5,2.0,College Park #05,1695,6534,1954,2,159,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/2624-E-Owens-Ave-89030/home/29329433,GLVAR,2259644,N,Y,36.1886829,-115.112623
PAST SALE,April-30-2021,Single Family Residential,1113 Wyatt Ave,Las Vegas,NV,89106,230000,5,3.0,Highland Square,2431,6970,1956,2,95,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1113-Wyatt-Ave-89106/home/29324229,GLVAR,2243471,N,Y,36.1905812,-115.1580906
PAST SALE,April-21-2021,Condo/Co-op,353 Bonneville Ave #704,Las Vegas,NV,89101,279900,1,1.0,JUHL,770,,2008,11,364,525,Sold,,,http://www.redfin.com/NV/Las-Vegas/353-E-Bonneville-Ave-89101/unit-704/home/29816731,GLVAR,2277446,N,Y,36.1639701,-115.1463479
PAST SALE,April-23-2021,Single Family Residential,1421 Francis Ave,Las Vegas,NV,89104,310000,3,1.75,Huntridge Sub Tr 3,1380,11761,1944,9,225,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1421-Francis-Ave-89104/home/29451563,GLVAR,2278744,N,Y,36.1572895,-115.133632
PAST SALE,April-12-2021,Single Family Residential,608 Frederick Ave,Las Vegas,NV,89106,174500,3,1.0,Sunset Manor #2,960,6098,1959,20,182,,Sold,,,http://www.redfin.com/NV/Las-Vegas/608-Frederick-Ave-89106/home/29324589,GLVAR,2262963,N,Y,36.1925715,-115.1502622
PAST SALE,April-29-2021,Single Family Residential,1221 17th St,Las Vegas,NV,89104,440000,5,4.0,HILLSIDE TERRACE,3215,10890,1950,3,137,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1221-S-17th-St-89104/home/29451639,GLVAR,2259710,N,Y,36.1562203,-115.1286289
PAST SALE,April-29-2021,Single Family Residential,1401 J St,Las Vegas,NV,89106,224000,4,2.0,Madison Terrace,1284,8712,1967,3,174,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1401-J-St-89106/home/29338135,GLVAR,2228851,N,Y,36.1859991,-115.1566315
PAST SALE,,Multi-Family (2-4 Unit),601 N 12th St Unit D,Las Vegas,NV,89101,104506,4,4.0,,2414,5663,1983,,43,,,,,http://www.redfin.com/NV/Las-Vegas/601-N-12th-St-89101/unit-D/home/29334709,,,N,Y,36.1742391,-115.130204
PAST SALE,February-12-2021,Single Family Residential,116 19th St,Las Vegas,NV,89101,195000,3,1.75,Church Tr Amd,1070,4792,1950,79,182,,Sold,,,http://www.redfin.com/NV/Las-Vegas/116-N-19th-St-89101/home/29349689,GLVAR,2256824,N,Y,36.1632819,-115.1226528
PAST SALE,February-8-2021,Condo/Co-op,200 Hoover Ave #910,Las Vegas,NV,89101,280000,1,1.0,Newport Lofts,1059,,2006,83,264,508,Sold,,,http://www.redfin.com/NV/Las-Vegas/200-Hoover-Ave-89101/unit-910/home/29791226,GLVAR,2240489,N,Y,36.1614954,-115.1495905
PAST SALE,,Single Family Residential,2417 E Wilson Ave,Las Vegas,NV,89101,86834,2,2.0,,1180,6098,1956,,74,,,,,http://www.redfin.com/NV/Las-Vegas/2417-E-Wilson-Ave-89101/home/29336014,,,N,Y,36.1753013,-115.1169083
PAST SALE,February-26-2021,Single Family Residential,2108 Kirk Ave,Las Vegas,NV,89101,222500,3,1.75,Greater Las Vegas Add 3,1092,6098,1963,65,204,,Sold,,,http://www.redfin.com/NV/Las-Vegas/2108-E-Kirk-Ave-89101/home/29335381,GLVAR,2254843,N,Y,36.1777092,-115.1200122
PAST SALE,February-26-2021,Multi-Family (2-4 Unit),397 15th St,Las Vegas,NV,89101,400000,5,,Fourteenth Street City Add,4374,13068,1945,65,91,,Sold,,,http://www.redfin.com/NV/Las-Vegas/397-N-15th-St-89101/home/29348560,GLVAR,2250721,N,Y,36.1708946,-115.1273781
PAST SALE,February-26-2021,Multi-Family (2-4 Unit),521 16th St,Las Vegas,NV,89101,300000,6,,Fourteenth Street City Add,2035,6534,1948,65,147,,Sold,,,http://www.redfin.com/NV/Las-Vegas/521-N-16th-St-89101/home/29348649,GLVAR,2235022,N,Y,36.1736774,-115.1263126
PAST SALE,February-3-2021,Condo/Co-op,150 N Las Vegas Blvd #1801,Las Vegas,NV,89101,269000,1,1.5,Streamline Tower,859,,2007,88,313,379,Sold,,,http://www.redfin.com/NV/Las-Vegas/150-Las-Vegas-Blvd-N-89101/unit-1801/home/29813746,GLVAR,2223660,N,Y,36.1699412,-115.1398296
PAST SALE,February-26-2021,Single Family Residential,617 N Bruce St,Las Vegas,NV,89101,210000,5,2.0,Greater Las Vegas Add Tr 2,1538,6534,1956,65,137,,Sold,,,http://www.redfin.com/NV/Las-Vegas/617-N-Bruce-St-89101/home/29334560,GLVAR,2232434,N,Y,36.1748958,-115.125664
PAST SALE,March-1-2021,Condo/Co-op,150 N Las Vegas Bl Blvd #2309,Las Vegas,NV,89101,292000,1,1.5,THE OGDEN,817,,2007,62,357,361,Sold,,,http://www.redfin.com/NV/Las-Vegas/150-Las-Vegas-Blvd-N-89101/unit-2309/home/29814018,GLVAR,2251022,N,Y,36.1699412,-115.1398296
PAST SALE,,Single Family Residential,521 N Bruce St,Las Vegas,NV,89101,163000,2,1.0,,756,6534,1947,,216,,,,,http://www.redfin.com/NV/Las-Vegas/521-N-Bruce-St-89101/home/29348399,,,N,Y,36.1738049,-115.1253861
PAST SALE,April-16-2021,Single Family Residential,1324 Jessica Ave,Las Vegas,NV,89104,269900,3,1.0,Huntridge Sub Tr 3,1102,6970,1944,16,245,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1324-Jessica-Ave-89104/home/29451586,GLVAR,2264634,N,Y,36.1563563,-115.1346048
PAST SALE,April-8-2021,Townhouse,2002 Pin Oak Ave,Las Vegas,NV,89101,290000,2,2.0,Fremont Street Loft Homes,1602,1307,2008,24,181,70,Sold,,,http://www.redfin.com/NV/Las-Vegas/2002-Pin-Oak-Ave-89101/home/29792262,GLVAR,2270165,N,Y,36.160919,-115.121844
PAST SALE,,Single Family Residential,418 S 17th St,Las Vegas,NV,89104,60000,3,1.0,,1066,8712,1947,,56,,,,,http://www.redfin.com/NV/Las-Vegas/418-S-17th-St-89104/home/29348818,,,N,Y,36.1594867,-115.1291385
PAST SALE,February-25-2021,Condo/Co-op,353 E Bonneville Ave #627,Las Vegas,NV,89101,434900,2,2.0,Juhl,1322,,2008,66,329,549,Sold,,,http://www.redfin.com/NV/Las-Vegas/353-E-Bonneville-Ave-89101/unit-627/home/29816807,GLVAR,2260780,N,Y,36.1639701,-115.1463479
PAST SALE,February-18-2021,Condo/Co-op,900 Las Vegas Blvd #1114,Las Vegas,NV,89101,339000,2,2.0,Soho Lofts,1277,,2005,73,265,599,Sold,,,http://www.redfin.com/NV/Las-Vegas/900-S-Las-Vegas-Blvd-89101/unit-1114/home/29052318,GLVAR,2226627,N,Y,36.159942,-115.147445
PAST SALE,February-25-2021,Single Family Residential,1409 E Wilson Ave,Las Vegas,NV,89101,245000,4,2.0,Greater Las Vegas Add Tr 2,1250,9148,1956,66,196,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1409-E-Wilson-Ave-89101/home/29334517,GLVAR,2260501,N,Y,36.1754256,-115.1275634
PAST SALE,,Single Family Residential,920 Biltmore Dr,Las Vegas,NV,89101,145000,3,1.5,,1770,6098,1942,,82,,,,,http://www.redfin.com/NV/Las-Vegas/920-Biltmore-Dr-89101/home/29337206,,,N,Y,36.1803799,-115.1381255
