SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-5-2021,Single Family Residential,2026 Merano Ct,Las Vegas,NV,89123,355000,4,2.75,Riva,1970,6098,1997,75,180,15,Sold,,,http://www.redfin.com/NV/Las-Vegas/2026-Merano-Ct-89123/home/29634956,GLVAR,2233434,N,Y,36.0189275,-115.1242279
PAST SALE,March-11-2021,Townhouse,2803 Hedge Creek Ave,Las Vegas,NV,89123,267000,3,2.0,Environment For Living At Agate Twnhms,1278,4356,2000,41,209,60,Sold,,,http://www.redfin.com/NV/Las-Vegas/2803-Hedge-Creek-Ave-89123/home/29626914,GLVAR,2263198,N,Y,36.023,-115.179018
PAST SALE,February-10-2021,Single Family Residential,7591 Luna Del Rey St,Las Vegas,NV,89123,310000,3,2.5,Villa Sedona,1846,3049,2000,70,168,128,Sold,,,http://www.redfin.com/NV/Las-Vegas/7591-Luna-Del-Rey-St-89123/home/29835256,GLVAR,2256656,N,Y,36.0516109,-115.1189467
PAST SALE,January-25-2021,Single Family Residential,2251 Buckboard Ln,Las Vegas,NV,89123,460000,4,2.0,Wishing Well Ranch,2394,21344,1971,86,192,,Sold,,,http://www.redfin.com/NV/Las-Vegas/2251-Buckboard-Ln-89123/home/29614731,GLVAR,2228650,N,Y,36.0467287,-115.1200354
PAST SALE,February-23-2021,Single Family Residential,9010 Newcombe St,Las Vegas,NV,89123,455000,4,2.5,Ebbets Ranch-Phase 2,2557,11326,1999,57,178,63,Sold,,,http://www.redfin.com/NV/Las-Vegas/9010-Newcombe-St-89123/home/29633515,GLVAR,2258379,N,Y,36.0260116,-115.1354155
PAST SALE,,Single Family Residential,1848 Fort Laramie Ln,Las Vegas,NV,89123,425000,4,2.5,,2295,7405,1994,,185,,,,,http://www.redfin.com/NV/Las-Vegas/1848-Fort-Laramie-Ln-89123/home/29622620,,,N,Y,36.0391072,-115.1267064
PAST SALE,March-29-2021,Single Family Residential,2082 Camero Ave,Las Vegas,NV,89123,675000,4,2.75,CUSTOM,3061,42253,1976,23,221,,Sold,,,http://www.redfin.com/NV/Las-Vegas/2082-E-Camero-Ave-89123/home/29622705,GLVAR,2261153,N,Y,36.0372641,-115.1231856
PAST SALE,March-30-2021,Single Family Residential,8366 Lexford St,Las Vegas,NV,89123,345000,4,2.75,Stonewood,1833,3920,1999,22,188,,Sold,,,http://www.redfin.com/NV/Las-Vegas/8366-Lexford-St-89123/home/29624861,GLVAR,2272406,N,Y,36.0376462,-115.139052
PAST SALE,March-9-2021,Single Family Residential,8256 Lone Feather Ln,Las Vegas,NV,89123,450000,4,2.5,Horizon Vistas,2222,7841,1993,43,203,,Sold,,,http://www.redfin.com/NV/Las-Vegas/8256-Lone-Feather-Ln-89123/home/29622611,GLVAR,2266530,N,Y,36.039686,-115.1241121
PAST SALE,February-19-2021,Single Family Residential,1744 Spotted Wolf Ave,Las Vegas,NV,89123,355000,3,2.5,Twilight At Wigwam Ranch,2274,3920,2005,61,156,27,Sold,,,http://www.redfin.com/NV/Las-Vegas/1744-Spotted-Wolf-Ave-89123/home/29069847,GLVAR,2231424,N,Y,36.0306351,-115.1283509
PAST SALE,February-12-2021,Single Family Residential,1701 Spotted Wolf Ave,Las Vegas,NV,89123,332888,3,2.5,Twilight At Wigwam Ranch,1866,3920,2005,68,178,27,Sold,,,http://www.redfin.com/NV/Las-Vegas/1701-Spotted-Wolf-Ave-89123/home/29069760,GLVAR,2260872,N,Y,36.030282,-115.128872
PAST SALE,February-25-2021,Single Family Residential,1394 October Oak Ave,Las Vegas,NV,89123,585000,6,3.75,Silverado Ranch Estate,4528,9583,2001,55,129,,Sold,,,http://www.redfin.com/NV/Las-Vegas/1394-October-Oak-Ave-89123/home/29633609,GLVAR,2232572,N,Y,36.0240558,-115.1334699
PAST SALE,February-23-2021,Single Family Residential,8428 Cabin Peak St,Las Vegas,NV,89123,450000,5,2.75,SPENCER RIDGE-UNIT 1,2410,7841,1996,57,187,,Sold,,,http://www.redfin.com/NV/Las-Vegas/8428-Cabin-Peak-St-89123/home/29622462,GLVAR,2254269,N,Y,36.0365647,-115.124089
