SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Mobile/Manufactured Home,705 Lawson Dr,Moapa Valley,NV,89040,235000,3,2.0,,1620,27007,2003,,145,,,,,http://www.redfin.com/NV/Moapa-Valley/705-Lawson-Dr-89040/home/28977606,,,N,Y,36.6689913,-114.5855103
PAST SALE,January-26-2021,Single Family Residential,745 Snowden Ranch Rd,Moapa,NV,89025,449000,6,4.0,,2799,135036,2007,87,160,,Sold,,,http://www.redfin.com/NV/Moapa/745-Snowden-Ranch-Rd-89025/home/29850580,GLVAR,2250873,N,Y,36.6955814,-114.5909513
PAST SALE,March-24-2021,Single Family Residential,980 Thom St,Moapa,NV,89025,360000,4,2.5,,2872,85378,1987,30,125,,Sold,,,http://www.redfin.com/NV/Moapa/980-Thom-St-89025/home/29075438,GLVAR,2258310,N,Y,36.69942,-114.6019615
